model,scenario,variable,filename,version,year,path
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2054.nc,1,2054,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2054.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2053.nc,1,2053,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2053.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2061.nc,1,2061,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2061.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2063.nc,1,2063,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2063.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2066.nc,1,2066,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2066.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2069.nc,1,2069,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2069.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2073.nc,1,2073,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2073.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2074.nc,1,2074,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2074.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2062.nc,1,2062,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2062.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2070.nc,1,2070,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2070.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2072.nc,1,2072,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2072.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2071.nc,1,2071,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2071.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2064.nc,1,2064,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2064.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2068.nc,1,2068,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2068.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2067.nc,1,2067,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2067.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2082.nc,1,2082,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2082.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2087.nc,1,2087,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2087.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2065.nc,1,2065,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2065.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2080.nc,1,2080,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2080.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2078.nc,1,2078,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2078.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2079.nc,1,2079,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2079.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2076.nc,1,2076,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2076.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2077.nc,1,2077,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2077.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2083.nc,1,2083,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2083.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2084.nc,1,2084,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2084.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2089.nc,1,2089,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2089.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2090.nc,1,2090,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2090.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2086.nc,1,2086,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2086.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2075.nc,1,2075,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2075.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2081.nc,1,2081,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2081.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2085.nc,1,2085,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2085.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2088.nc,1,2088,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2088.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2096.nc,1,2096,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2096.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2092.nc,1,2092,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2092.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2091.nc,1,2091,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2091.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2093.nc,1,2093,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2093.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2095.nc,1,2095,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2095.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2099.nc,1,2099,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2099.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2097.nc,1,2097,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2097.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2015.nc,1,2015,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2015.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2094.nc,1,2094,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2094.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2017.nc,1,2017,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2017.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2100.nc,1,2100,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2100.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2016.nc,1,2016,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2016.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2018.nc,1,2018,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2018.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2021.nc,1,2021,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2021.nc
INM-CM4-8,ssp126,rsds,rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2098.nc,1,2098,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/rsds/rsds_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2098.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2025.nc,1,2025,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2025.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2019.nc,1,2019,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2019.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2028.nc,1,2028,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2028.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2020.nc,1,2020,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2020.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2029.nc,1,2029,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2029.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2034.nc,1,2034,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2034.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2027.nc,1,2027,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2027.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2024.nc,1,2024,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2024.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2026.nc,1,2026,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2026.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2022.nc,1,2022,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2022.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2023.nc,1,2023,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2023.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2040.nc,1,2040,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2040.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2033.nc,1,2033,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2033.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2032.nc,1,2032,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2032.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2036.nc,1,2036,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2036.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2030.nc,1,2030,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2030.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2042.nc,1,2042,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2042.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2037.nc,1,2037,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2037.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2031.nc,1,2031,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2031.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2038.nc,1,2038,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2038.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2039.nc,1,2039,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2039.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2035.nc,1,2035,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2035.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2047.nc,1,2047,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2047.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2048.nc,1,2048,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2048.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2044.nc,1,2044,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2044.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2045.nc,1,2045,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2045.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2049.nc,1,2049,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2049.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2046.nc,1,2046,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2046.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2043.nc,1,2043,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2043.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2057.nc,1,2057,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2057.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2041.nc,1,2041,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2041.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2050.nc,1,2050,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2050.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2051.nc,1,2051,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2051.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2059.nc,1,2059,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2059.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2065.nc,1,2065,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2065.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2056.nc,1,2056,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2056.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2052.nc,1,2052,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2052.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2060.nc,1,2060,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2060.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2067.nc,1,2067,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2067.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2054.nc,1,2054,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2054.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2074.nc,1,2074,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2074.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2058.nc,1,2058,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2058.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2062.nc,1,2062,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2062.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2075.nc,1,2075,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2075.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2061.nc,1,2061,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2061.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2053.nc,1,2053,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2053.nc
INM-CM4-8,ssp126,sfcWind,sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2063.nc,1,2063,NEX-GDDP-CMIP6/INM-CM4-8/ssp126/r1i1p1f1/sfcWind/sfcWind_day_INM-CM4-8_ssp126_r1i1p1f1_gr1_2063.nc
